UserID,DBH,Common_Name,Tree_Height,Crown_Width_NS,Crown_Width_EW,Crown_Base_Height,Collected_By,Edible
9963,24.8,Incense Cedar,51,28,28,1,Staff,NA
9964,12.6,Sycamore Maple,45,33,35,10,Staff,NA
9903,39.1,Black Oak,108,98,106,3,Staff,NA
9904,1.1,Vine Maple,9,9,11,1,Staff,NA
9905,37.7,Douglas-Fir,121,47,67,5,Staff,NA
9906,5.5,Colorado Blue Spruce,33,20,12,9,Staff,NA
9907,53.5,Unknown (Dead),43,99999,99999,NA,Staff,NA
9908,46.1,Douglas-Fir,80,40,33,40,STAFF,NA
9909,12.3,Colorado Blue Spruce,37,25,25,4,Staff,NA
9910,7.4,Pacific Dogwood,30,35,26,5,Staff,NA
9911,32,Blue Atlas Cedar,106,65,41,6,Staff,NA
9912,5.5,American Elm,32,19,29,4,Staff,NA
9913,18.9,Colorado Blue Spruce,62,15,19,4,STAFF,NA
9925,38.1,Blue Atlas Cedar,110,61,57,9,Staff,NA
9926,5.7,Flowering Plum,21,22,26,4,STAFF,NA
9927,3.3,Flowering Plum,19,11,11,3,Staff,NA
9928,3.4,Flowering Plum,11,10,10,5,Staff,NA
9929,12.2,Japanese Maple,39,30,20,4,STAFF,NA
9930,5.8,Ornamental Crabapple,15,24,14,5,STAFF,NA
9931,1.6,Flowering Plum,10,5,7,6,Staff,NA
9932,6.7,Ornamental Crabapple,13,22,22,7,Staff,NA
9933,35.5,Deodar Cedar,107,47,38,3,Staff,NA
9934,7.5,English Yew,22,27,33,0,Staff,No
9935,8.2,Sycamore Maple,65,30,22,11,STAFF,NA
9936,6.6,Flowering Plum,28,11,15,8,STAFF,NA
9937,16.6,Austrian Black Pine,64,20,20,46,Staff,NA
9938,8.4,Unknown (Dead),37,99999,99999,NA,Staff,NA
9939,8.8,Western Hemlock,45,25,25,5,STAFF,NA
9940,5.1,Flowering Plum,17,16,14,8,Staff,NA
9941,3.2,Vine Maple,18,24,20,1,STAFF,NA
9942,5.2,Pacific Dogwood,27,23,22,2,Staff,NA
9943,0.1,Saucer Magnolia,5,4,3,1,Staff,NA
9944,45.9,Giant Sequoia,108,33,41,18,Staff,NA
9966,31,Douglas-Fir,124,52,41,15,Staff,NA
9967,45.5,Douglas-Fir,120,65,57,10,Staff,NA
9968,9.1,Japanese Snowbell,28,26,33,3,STAFF,NA
9969,4,Coast Redwood,20,11,11,0,Staff,NA
9970,6.7,Dove Or Handkerchief Tree,48,41,23,7,Staff,NA
9971,0.1,Saucer Magnolia,5,4,6,1,Staff,NA
9972,18.4,"Arborvitae, Eastern Arborvitae, Northern White-Cedar",41,15,30,8,STAFF,NA
10059,29.6,Douglas-Fir,89,32,34,18,STAFF,NA
10060,6.6,Red-Silver Maple Hybrid,43,15,14,6,Volunteer,NA
10061,16.6,Sycamore Maple,68,41,41,46,Staff,NA
10062,42.1,Douglas-Fir,153,41,41,27,Staff,NA
10077,15.6,Sycamore Maple,89,20,21,73,Staff,NA
10013,14,Sycamore Maple,60,43,46,16,Staff,NA
10014,32.9,Western Redcedar,98,37,35,2,Staff,NA
10015,21.8,Sycamore Maple,66,37,27,12,Staff,NA
10016,10,Ornamental Crabapple,34,24,27,6,Staff,NA
10086,20,Sugar Maple,73,41,45,16,Staff,NA
10087,19.2,Sycamore Maple,57,39,46,10,STAFF,NA
10088,15.6,Sycamore Maple,62,35,30,14,Staff,NA
10089,17,Douglas-Fir,116,23,26,94,STAFF,NA
10090,26.1,Douglas-Fir,122,34,22,29,STAFF,NA
10091,23.5,Douglas-Fir,117,26,32,6,STAFF,NA
10092,28.9,Douglas-Fir,95,33,32,34,Staff,NA
10105,31,Douglas-Fir,150,56,48,67,Volunteer,NA
10106,38.6,Douglas-Fir,158,48,53,26,volunteer,NA
10107,27.9,Douglas-Fir,122,61,51,41,Volunteer,NA
10108,42.5,Douglas-Fir,152,48,57,7,volunteer,NA
10109,5.3,Sugar Maple,42,27,24,6,volunteer,NA
10202,14.1,Western Redcedar,43,28,26,0,Volunteer,NA
10203,35.7,Silver Linden,140,49,55,3,Volunteer,NA
10126,22.8,Douglas-Fir,92,38,34,38,Volunteer,NA
10127,25.8,Douglas-Fir,110,47,42,48,volunteer,NA
10170,29.3,Douglas-Fir,153,47,39,53,volunteer,NA
10171,18.6,Douglas-Fir,118,42,39,51,Volunteer,NA
10172,30.9,Douglas-Fir,148,46,36,60,Volunteer,NA
10173,31.3,Douglas-Fir,145,38,46,90,Volunteer,NA
10174,33.2,Douglas-Fir,160,58,44,90,Volunteer,NA
10175,35.7,Douglas-Fir,135,49,45,42,Volunteer,NA
10176,11.8,Western Redcedar,50,29,26,0,Volunteer,NA
10114,31.2,Douglas-Fir,142,48,42,18,volunteer,NA
10115,23.2,Sugar Maple,80,48,54,16,volunteer,NA
10116,26.8,Douglas-Fir,130,48,48,66,Volunteer,NA
10110,41.2,Douglas-Fir,148,50,43,32,Volunteer,NA
10128,39.1,Douglas-Fir,143,53,42,26,Staff,NA
10129,30,Douglas-Fir,140,44,33,66,Volunteer,NA
10135,27.7,Douglas-Fir,120,41,41,46,Volunteer,NA
10136,53.6,Douglas-Fir,158,75,63,6,Volunteer,NA
10137,22,Douglas-Fir,100,28,30,42,volunteer,NA
10204,37,Western Redcedar,80,35,33,0,Volunteer,NA
10205,29.8,Douglas-Fir,134,41,51,33,Volunteer,NA
10187,26.2,Douglas-Fir,128,30,43,52,volunteer,NA
10188,37.7,Douglas-Fir,140,76,56,20,Volunteer,NA
10177,39,Douglas-Fir,162,51,43,45,volunteer,NA
10178,32.5,Douglas-Fir,166,46,43,56,Volunteer,NA
10179,52.6,Douglas-Fir,154,59,74,18,Staff,NA
10111,31.7,Douglas-Fir,141,52,45,63,volunteer,NA
10112,26.5,Douglas-Fir,138,40,33,40,volunteer,NA
10113,53.7,Douglas-Fir,162,84,67,41,Volunteer,NA
10130,17.8,Douglas-Fir,114,25,30,42,Volunteer,NA
10131,31.9,Douglas-Fir,126,44,49,40,Volunteer,NA
10132,26,Common Horsechestnut,94,42,34,10,Volunteer,No
10133,23.8,Pin Oak,84,52,52,5,volunteer,NA
10134,17.7,Douglas-Fir,102,39,41,50,volunteer,NA
10165,22,Douglas-Fir,114,34,33,76,volunteer,NA
10166,22.8,Douglas-Fir,132,36,33,65,volunteer,NA
10167,38.3,Douglas-Fir,130,37,38,14,volunteer,NA
10180,22.5,Douglas-Fir,134,31,23,80,Volunteer,NA
10181,22.5,Douglas-Fir,134,56,41,70,volunteer,NA
10182,29.7,Douglas-Fir,118,43,55,28,Volunteer,NA
10183,30.5,Douglas-Fir,156,57,54,66,Volunteer,NA
10184,31.3,Douglas-Fir,124,52,44,25,volunteer,NA
10185,12.4,Western Redcedar,49,25,24,2,volunteer,NA
10186,35,Douglas-Fir,160,52,46,66,Volunteer,NA
10122,11.5,Western Redcedar,46,26,26,1,Volunteer,NA
10123,29.1,Douglas-Fir,132,36,34,31,Volunteer,NA
10124,34.3,Douglas-Fir,148,47,39,57,Volunteer,NA
10125,36,Douglas-Fir,132,39,44,42,Volunteer,NA
10117,36.9,Douglas-Fir,160,53,41,56,Volunteer,NA
10118,27.6,Douglas-Fir,114,42,38,40,Volunteer,NA
10119,34.2,Douglas-Fir,154,36,51,60,Volunteer,NA
10120,29.3,Douglas-Fir,123,37,48,43,Staff,NA
10121,25.8,Douglas-Fir,102,39,28,12,Volunteer,NA
10206,37.7,Douglas-Fir,144,48,50,20,Volunteer,NA
10207,7.3,Western Redcedar,34,25,23,0,Volunteer,NA
10208,27.6,Douglas-Fir,148,35,45,47,Volunteer,NA
10168,38,Douglas-Fir,160,50,54,40,Volunteer,NA
10169,27.5,Douglas-Fir,134,38,47,34,Volunteer,NA
10160,23.5,Northern Red Oak,88,53,52,5,volunteer,NA
10161,22.3,Douglas-Fir,91,30,39,34,Staff,NA
10162,51.6,Coast Redwood,145,52,43,11,STAFF,NA
10163,30.4,Coast Redwood,131,25,33,20,Staff,NA
10164,7,Japanese Maple,17,25,20,8,Staff,NA
10209,49.7,Coast Redwood,147,45,48,9,Staff,NA
10210,46.8,Douglas-Fir,139,47,42,19,STAFF,NA
10211,49.4,Coast Redwood,152,48,62,9,Staff,NA
10226,19.7,Douglas-Fir,120,28,23,63,STAFF,NA
10340,64.5,Giant Sequoia,116,38,41,1,STAFF,NA
10341,11.1,Pacific Dogwood,57,35,26,4,Staff,NA
10342,32.8,Giant Sequoia,116,31,29,39,STAFF,NA
10343,12.3,Brewer Spruce,52,18,18,16,STAFF,NA
10344,3.2,Port Orford Cedar,14,8,9,0,Staff,NA
10345,2.8,Port Orford Cedar,12,8,9,1,STAFF,NA
10346,2,Port Orford Cedar,10,4,7,5,Staff,NA
10347,7.6,Eastern Dogwood,25,34,25,0,Volunteer,NA
10348,42.1,Eastern White Oak,97,85,106,15,STAFF,NA
10349,21.6,Colorado Blue Spruce,86,26,23,5,Staff,NA
10350,13,Pacific Yew,38,41,28,4,Staff,NA
10351,48.6,Douglas-Fir,115,45,40,12,Staff,NA
10352,15.1,Norway Maple,100,40,37,17,Staff,NA
10353,2.3,Harlequin Glory Bower,19,14,12,2,Staff,NA
10354,12.5,Japanese Flowering Cherry,25,40,45,7,STAFF,NA
10355,44,Giant Sequoia,114,52,38,5,STAFF,NA
10356,21.7,Douglas-Fir,86,41,28,3,STAFF,NA
10357,31,Coast Redwood,111,31,28,2,Staff,NA
10358,5.8,Pacific Dogwood,35,30,25,8,STAFF,NA
10359,28.7,Douglas-Fir,115,44,40,22,STAFF,NA
10360,57.8,Coast Redwood,117,59,53,3,STAFF,NA
10361,4.3,Black Tupelo,27,19,20,0,Staff,NA
10362,57.4,London Plane Tree,110,76,95,7,Staff,NA
10363,32.7,Magnolia,61,44,51,15,STAFF,NA
10364,2.6,American Elm,21,11,8,3,Staff,NA
10365,27.2,Bigleaf Maple,61,48,58,0,STAFF,NA
10366,36.1,Douglas-Fir,125,29,45,25,STAFF,NA
10367,20.7,Douglas-Fir,97,18,18,7,Staff,NA
10368,1.2,Harlequin Glory Bower,6,10,8,0,Staff,NA
10369,22,Norway Maple,100,52,75,17,Staff,NA
10370,2.4,Harlequin Glory Bower,13,10,10,0,Staff,NA
10371,19.4,Norway Maple,87,45,27,12,STAFF,NA
10372,10.3,Pacific Yew,21,26,26,6,STAFF,NA
10373,16.8,Norway Maple,79,35,28,8,STAFF,NA
10374,6.3,Pacific Yew,22,17,17,8,Staff,NA
10375,55.7,Giant Sequoia,135,40,40,30,STAFF,NA
10376,73.2,Giant Sequoia,150,46,42,8,Staff,NA
10377,58.6,Giant Sequoia,135,46,41,5,STAFF,NA
10378,10.6,Unknown (Dead),37,99999,99999,NA,STAFF,NA
10379,43.6,Douglas-Fir,129,80,60,10,STAFF,NA
10380,2.2,Flowering Plum,16,10,11,0,Staff,NA
10381,6,Flowering Plum,18,23,22,0,Staff,NA
10382,5.9,Pacific Dogwood,32,32,36,1,Staff,NA
10383,52.4,London Plane Tree,117,81,87,9,Staff,NA
10384,16.8,Douglas-Fir,91,26,20,10,Staff,NA
10385,49,Douglas-Fir,128,52,55,41,Staff,NA
10386,14.6,Douglas-Fir,70,26,26,6,Staff,NA
10387,57.5,Giant Sequoia,126,40,43,10,Staff,NA
10388,2.3,Harlequin Glory Bower,19,14,12,2,Staff,NA
10389,1.3,Harlequin Glory Bower,7,4,5,1,Staff,NA
10390,33.2,Norway Maple,88,48,67,13,Staff,NA
10391,33.2,Grand Fir,126,32,28,2,STAFF,NA
10392,88,Giant Sequoia,151,64,49,2,Staff,NA
10393,41.5,London Plane Tree,96,71,80,11,Staff,NA
10394,63.7,Giant Sequoia,162,34,36,39,STAFF,NA
10395,33.1,Douglas-Fir,119,34,42,21,Staff,NA
10396,37.7,London Plane Tree,103,60,57,30,Staff,NA
10397,31.4,Western Hemlock,111,53,49,4,Staff,NA
10398,42.4,London Plane Tree,86,65,65,5,STAFF,NA
10399,32.2,London Plane Tree,114,85,72,49,Staff,NA
10400,44.3,London Plane Tree,96,69,65,26,Staff,NA
10401,40.1,Giant Sequoia,116,43,31,2,Staff,NA
10456,66,Giant Sequoia,135,32,37,30,Staff,NA
10457,78.2,Giant Sequoia,160,51,43,3,Staff,NA
10458,37,European Beech,119,72,48,7,Staff,NA
10459,22.9,European Beech,108,47,44,13,STAFF,NA
10460,8.1,Pacific Yew,29,23,21,8,Staff,NA
10461,33.7,Grand Fir,134,23,28,6,Staff,NA
10462,28.7,Douglas-Fir,112,30,35,22,Staff,NA
10463,31.2,Douglas-Fir,114,44,36,25,Staff,NA
10464,17.8,American Hophornbeam,47,36,27,6,Staff,NA
10465,29.1,Douglas-Fir,118,37,36,33,Staff,NA
10466,28.4,Douglas-Fir,120,38,38,36,Staff,NA
10454,7.8,Port Orford Cedar,24,22,19,0,STAFF,NA
10455,29,Austrian Black Pine,91,49,56,25,STAFF,NA
10402,36.7,Douglas-Fir,121,52,56,5,STAFF,NA
10403,41.8,Douglas-Fir,122,36,21,14,Staff,NA
10404,54.3,London Plane Tree,103,92,65,8,Staff,NA
10405,35.5,Douglas-Fir,133,40,47,13,Staff,NA
10406,25.7,Grand Fir,98,24,27,7,Staff,NA
10407,50.3,Giant Sequoia,117,86,30,5,STAFF,NA
10408,14.6,Pacific Yew,41,44,28,5,Staff,NA
10409,37.3,Bigleaf Maple,107,70,52,10,Staff,NA
10410,34.8,London Plane Tree,74,58,56,17,Staff,NA
10411,2.3,Harlequin Glory Bower,19,14,12,2,STAFF,NA
10412,2.4,Harlequin Glory Bower,13,10,10,0,Staff,NA
10485,2.4,Harlequin Glory Bower,13,10,10,0,STAFF,NA
10486,13.7,Shagbark Hickory,59,34,41,6,Staff,NA
10487,28.5,Grand Fir,95,27,36,13,Staff,NA
10488,44.9,Douglas-Fir,135,46,46,30,Staff,NA
10489,14.8,Western Hemlock,51,35,38,5,STAFF,NA
10490,32.9,Grand Fir,114,53,42,8,Staff,NA
10491,38.8,Douglas-Fir,116,58,66,12,STAFF,NA
10492,10.1,Umbrella Pine,47,22,21,3,Staff,NA
10493,35.4,Mountain Hemlock,130,62,43,13,Staff,NA
10494,38.5,Douglas-Fir,123,75,51,5,Staff,NA
10495,48.4,Northern Red Oak,115,72,86,8,Staff,NA
10496,21.2,European Beech,75,30,54,17,STAFF,NA
10467,36,European Beech,115,49,63,7,Staff,NA
10468,23.2,European Beech,110,50,42,10,STAFF,NA
10469,29.1,Grand Fir,127,36,30,48,Staff,NA
10470,23.1,American Hophornbeam,49,36,34,6,Staff,NA
10471,30.5,Douglas-Fir,17,41,31,10,Staff,NA
10472,28.3,Douglas-Fir,121,43,39,16,Staff,NA
10473,28.7,Sugar Maple,91,39,49,16,Staff,NA
10424,5,Harlequin Glory Bower,12,22,15,8,Staff,NA
10425,4.7,Harlequin Glory Bower,19,17,16,7,STAFF,NA
10426,2.3,Harlequin Glory Bower,19,14,12,2,Staff,NA
10422,35.5,Grand Fir,120,23,26,21,Staff,NA
10423,39.3,Cedar Of Lebanon,101,50,53,2,Staff,NA
10435,34.9,Grand Fir,105,40,43,7,Staff,NA
10436,33.5,Western Hemlock,120,47,47,8,STAFF,NA
10437,5.8,Vine Maple,19,28,32,4,Staff,NA
10438,60.6,Giant Sequoia,160,50,34,12,Staff,NA
10439,36.7,Douglas-Fir,119,57,47,29,Staff,NA
10440,42.1,London Plane Tree,82,80,36,10,Staff,NA
10441,5,Dove Or Handkerchief Tree,36,29,25,6,STAFF,NA
10442,37.4,London Plane Tree,91,60,97,25,Staff,NA
10443,8.1,Cornelian Cherry,21,29,31,5,STAFF,Yes - fruit
10444,33.7,Douglas-Fir,134,43,38,28,Staff,NA
10445,31.1,Douglas-Fir,120,30,36,21,STAFF,NA
10446,25,Mountain Hemlock,128,30,29,66,Staff,NA
10447,28.4,Douglas-Fir,123,52,38,13,Staff,NA
10448,26.9,Douglas-Fir,77,52,62,10,Staff,NA
10449,17.2,European Hornbeam,68,51,41,4,Staff,NA
10450,41,Douglas-Fir,135,46,48,23,STAFF,NA
10451,27.2,Sugar Maple,89,50,66,14,Staff,NA
10452,53.3,Giant Sequoia,98,30,34,10,Staff,NA
10453,22.1,Norway Maple,79,49,41,10,STAFF,NA
10474,55,Douglas-Fir,127,64,64,14,STAFF,NA
10475,60,Giant Sequoia,143,38,44,12,STAFF,NA
10476,57.9,Douglas-Fir,153,36,54,47,Staff,NA
10477,61.3,Giant Sequoia,173,39,38,38,STAFF,NA
10478,38,London Plane Tree,90,80,83,26,Staff,NA
10479,40.6,Douglas-Fir,113,49,43,3,Staff,NA
10480,36.9,Northern Red Oak,94,65,80,30,Staff,NA
10481,24.2,Mountain Hemlock,113,26,27,60,STAFF,NA
10482,35,European Beech,124,48,51,8,Staff,NA
10483,36.5,European Beech,119,77,47,14,Staff,NA
10484,35.6,Douglas-Fir,138,44,49,26,Staff,NA
10674,31.2,Douglas-Fir,123,45,32,40,STAFF,NA
10675,41.9,Douglas-Fir,131,63,43,20,STAFF,NA
10676,40.8,Douglas-Fir,133,53,52,26,Staff,NA
10677,25.6,Sugar Maple,74,60,48,19,Staff,NA
10678,33.4,Douglas-Fir,119,38,33,21,STAFF,NA
10679,31.8,Douglas-Fir,123,39,47,5,Staff,NA
10680,34.1,Douglas-Fir,145,46,35,70,Staff,NA
10681,36,Douglas-Fir,136,41,35,31,Staff,NA
10682,10.9,Scots Pine,44,21,23,5,Staff,NA
10683,31.6,Douglas-Fir,146,44,44,31,STAFF,NA
10684,21,Douglas-Fir,126,29,31,23,Staff,NA
10699,38.1,Douglas-Fir,160,58,55,61,Staff,NA
10700,22.9,Douglas-Fir,133,27,33,51,STAFF,NA
10701,28.1,Douglas-Fir,141,38,41,85,STAFF,NA
10702,35.7,Douglas-Fir,155,35,41,75,STAFF,NA
10703,51.6,Douglas-Fir,155,63,55,29,Staff,NA
10704,23.7,Douglas-Fir,95,39,38,54,STAFF,NA
10705,15.9,Douglas-Fir,88,24,26,58,Staff,NA
10706,28.7,Douglas-Fir,140,31,41,58,Staff,NA
10707,27.2,Oregon Myrtle,56,41,47,7,Staff,NA
10708,23.6,Douglas-Fir,95,29,25,41,Staff,NA
10721,34.9,Douglas-Fir,156,33,39,60,Staff,NA
10722,35.4,Common Horsechestnut,49,60,66,0,Staff,No
10723,31.1,Douglas-Fir,152,51,49,11,STAFF,NA
10724,41.5,Douglas-Fir,155,51,47,29,Staff,NA
10725,28.8,Douglas-Fir,146,50,42,29,STAFF,NA
10726,29.9,Douglas-Fir,136,52,41,51,Staff,NA
10727,31.8,Douglas-Fir,160,47,47,37,STAFF,NA
10728,35.8,Douglas-Fir,131,54,43,45,Staff,NA
10729,17.8,Paper Birch,55,50,53,6,Staff,NA
10730,30.7,Douglas-Fir,140,44,47,56,Staff,NA
10731,28.3,Douglas-Fir,122,33,33,16,Staff,NA
10732,38,Bigleaf Maple,99,72,78,6,Staff,NA
10733,42.9,Douglas-Fir,137,61,58,13,STAFF,NA
10734,44.5,Douglas-Fir,156,48,63,51,Staff,NA
10735,28,Sugar Maple,79,55,67,12,Staff,NA
10671,6.9,Cornelian Cherry,19,20,25,0,volunteer,Yes - fruit
10672,12.4,Lacebark Pine,40,20,27,4,Volunteer,NA
10673,10.7,Kousa Dogwood,35,30,24,7,volunteer,NA
10497,39.2,Douglas-Fir,147,53,61,50,volunteer,NA
10498,10.1,Douglas-Fir,40,28,28,0,Volunteer,NA
10499,16.8,"Paperbark Cherry, Birchbark Cherry, Tibetan Cherry",43,48,36,1,Volunteer,NA
10500,41.5,Douglas-Fir,134,44,32,7,Volunteer,NA
10501,49.6,Common Horsechestnut,90,57,58,9,Volunteer,No
10502,30.1,Douglas-Fir,123,20,41,40,Volunteer,NA
10503,28.6,Oregon White Oak,103,51,54,40,STAFF,Yes - nuts
10504,45.5,Douglas-Fir,163,75,67,44,volunteer,NA
10505,20.3,Douglas-Fir,96,29,32,60,Volunteer,NA
10506,34.7,Douglas-Fir,140,46,44,51,STAFF,NA
10507,43,Douglas-Fir,154,48,73,34,Volunteer,NA
10508,24.7,Douglas-Fir,115,41,35,37,volunteer,NA
10509,39.1,Douglas-Fir,144,39,40,18,Staff,NA
10510,20,Cherry,39,43,49,6,Volunteer,Yes - fruit
10511,34.4,Douglas-Fir,137,30,48,27,volunteer,NA
10512,5.8,Prunus Species,17,15,15,3,Volunteer,Yes - fruit
10513,42.3,Douglas-Fir,115,51,31,8,Volunteer,NA
10514,17.3,Douglas-Fir,95,31,19,40,Volunteer,NA
10515,31.5,Douglas-Fir,155,45,65,40,volunteer,NA
10516,47.4,Douglas-Fir,144,40,46,20,Volunteer,NA
10517,25.1,Douglas-Fir,91,26,36,40,volunteer,NA
10518,34.1,Douglas-Fir,139,31,40,42,Volunteer,NA
10519,19,Scots Pine,93,33,28,5,Volunteer,NA
10520,34,Douglas-Fir,108,42,29,20,Volunteer,NA
10521,40,Douglas-Fir,159,49,41,82,Volunteer,NA
10522,27.2,Norway Maple,88,64,78,7,Staff,NA
10523,18.8,Sugar Maple,53,38,45,10,volunteer,NA
10524,7,Harlequin Glory Bower,18,17,15,8,STAFF,NA
10525,39.6,Douglas-Fir,136,37,42,60,Volunteer,NA
10526,47.7,Douglas-Fir,142,48,50,25,Volunteer,NA
10527,48.5,Douglas-Fir,140,52,37,40,Volunteer,NA
10528,24.4,Douglas-Fir,139,35,31,84,Staff,NA
10529,24.8,Douglas-Fir,120,45,42,45,Volunteer,NA
10530,26.8,Incense Cedar,85,10,10,4,volunteer,NA
10531,49.2,Douglas-Fir,174,77,38,8,volunteer,NA
10532,37.3,Douglas-Fir,164,39,34,19,Volunteer,NA
10533,32,Incense Cedar,88,10,10,3,Volunteer,NA
10534,19.5,Incense Cedar,88,10,10,4,Staff,NA
10535,26.2,Douglas-Fir,112,33,30,44,Volunteer,NA
10536,25.5,Douglas-Fir,132,62,46,23,Volunteer,NA
10537,23.9,Douglas-Fir,102,34,32,20,Volunteer,NA
10538,46.8,Douglas-Fir,133,56,57,12,Volunteer,NA
10539,35.5,Douglas-Fir,156,55,44,35,Volunteer,NA
10540,41,Douglas-Fir,144,35,42,40,Volunteer,NA
10541,19.3,Western Redcedar,69,35,31,0,Staff,NA
10542,24,Sweetgum,101,35,40,6,STAFF,NA
10543,3,Douglas-Fir,17,10,14,0,Volunteer,NA
10544,29.5,Douglas-Fir,109,42,57,22,Volunteer,NA
10545,10.7,Kousa Dogwood,35,30,24,7,volunteer,NA
10546,23.3,Red-Silver Maple Hybrid,87,62,47,12,STAFF,NA
10547,37.2,Douglas-Fir,110,37,42,25,Volunteer,NA
10548,23.4,Red-Silver Maple Hybrid,72,50,49,16,Staff,NA
10549,33.6,Douglas-Fir,140,36,26,40,Volunteer,NA
10550,30.7,Douglas-Fir,115,35,36,12,volunteer,NA
10551,15.3,Red-Silver Maple Hybrid,84,38,35,7,STAFF,NA
10552,43,Douglas-Fir,151,64,58,20,Volunteer,NA
10553,33.1,Douglas-Fir,152,49,40,34,volunteer,NA
10554,36,Douglas-Fir,104,56,44,10,Staff,NA
10555,19.4,Sycamore Maple,62,36,34,6,Volunteer,NA
10556,32.8,Douglas-Fir,102,38,37,12,Volunteer,NA
10557,39,Douglas-Fir,113,50,48,35,Staff,NA
10558,37.5,Silver Linden,133,70,73,6,Volunteer,NA
10559,32.2,Douglas-Fir,140,40,41,60,Staff,NA
10560,33.5,Douglas-Fir,115,50,48,20,volunteer,NA
10561,34,Douglas-Fir,154,51,56,43,volunteer,NA
10138,31.3,Douglas-Fir,140,38,35,34,Volunteer,NA
10139,46,Douglas-Fir,155,63,48,50,Volunteer,NA
10140,7.1,Ornamental Crabapple,17,24,13,3,Volunteer,NA
10141,23,Douglas-Fir,128,43,38,28,volunteer,NA
10142,44.3,Douglas-Fir,124,48,44,12,volunteer,NA
10143,5.8,Harlequin Glory Bower,18,10,16,5,Volunteer,NA
10144,39.7,Douglas-Fir,162,42,41,91,Volunteer,NA
10145,11.9,Douglas-Fir,70,34,36,0,Staff,NA
10146,44,Douglas-Fir,140,52,44,10,volunteer,NA
10147,42,Douglas-Fir,126,51,42,6,volunteer,NA
10148,30.8,Douglas-Fir,144,43,38,62,volunteer,NA
10149,40.2,Douglas-Fir,117,42,49,9,volunteer,NA
10150,41.2,Douglas-Fir,168,45,33,42,Volunteer,NA
10151,25,Incense Cedar,88,10,10,4,Volunteer,NA
10152,23,Douglas-Fir,108,30,34,0,Volunteer,NA
10153,20.3,Incense Cedar,88,10,10,4,volunteer,NA
10154,29.5,Douglas-Fir,130,47,54,43,Volunteer,NA
10155,38.6,Douglas-Fir,150,57,52,14,volunteer,NA
10156,28.9,Incense Cedar,88,10,10,2,Volunteer,NA
10157,26,Incense Cedar,88,10,10,6,Volunteer,NA
10158,32.1,Pin Oak,118,71,62,14,volunteer,NA
10159,31,Douglas-Fir,139,46,57,26,volunteer,NA
10562,34.5,Douglas-Fir,158,38,30,89,Volunteer,NA
10563,34.4,European Hornbeam,66,63,65,5,volunteer,NA
10564,33,Douglas-Fir,123,38,56,23,Volunteer,NA
10565,47,Douglas-Fir,168,81,73,40,Volunteer,NA
10566,27.2,Douglas-Fir,108,32,20,15,Volunteer,NA
10567,51.1,Douglas-Fir,115,46,50,8,Volunteer,NA
10568,21,Douglas-Fir,92,48,39,35,volunteer,NA
10569,26.8,Douglas-Fir,120,53,39,4,Volunteer,NA
10570,28.7,Douglas-Fir,142,61,54,39,volunteer,NA
10571,37.4,Douglas-Fir,142,45,36,41,Staff,NA
10572,36.7,Douglas-Fir,160,50,46,38,Staff,NA
10573,36.2,Douglas-Fir,145,53,56,33,Staff,NA
10574,23.6,Douglas-Fir,113,50,53,48,Volunteer,NA
10575,45,Douglas-Fir,160,58,71,22,Volunteer,NA
10576,27.2,Douglas-Fir,130,31,36,60,Volunteer,NA
10577,25.3,Douglas-Fir,92,39,35,15,volunteer,NA
10578,9.6,Pacific Dogwood,31,31,29,5,Volunteer,NA
10579,44,Douglas-Fir,138,36,42,29,Volunteer,NA
10580,18.4,Douglas-Fir,100,29,25,66,Volunteer,NA
10581,7,Prunus Species,19,9,12,6,Volunteer,Yes - fruit
10582,39.5,Silver Linden,120,79,77,13,Volunteer,NA
10583,27.7,Douglas-Fir,98,45,28,28,Staff,NA
10584,36.7,Douglas-Fir,117,45,44,29,volunteer,NA
10585,39.8,Douglas-Fir,136,59,53,16,Volunteer,NA
10586,32,Douglas-Fir,108,48,40,12,Volunteer,NA
10587,46.3,Douglas-Fir,162,60,46,70,Volunteer,NA
10588,39.9,Douglas-Fir,140,55,52,54,Volunteer,NA
10589,39.2,Douglas-Fir,150,51,40,51,volunteer,NA
10590,42,Douglas-Fir,124,38,35,3,volunteer,NA
10591,24.4,Douglas-Fir,106,36,19,20,Volunteer,NA
10592,37.5,Douglas-Fir,140,35,35,40,volunteer,NA
10593,45.7,Douglas-Fir,148,43,49,31,Volunteer,NA
10594,44,Douglas-Fir,168,60,63,90,Volunteer,NA
10595,20.9,Norway Maple,80,61,80,4,Staff,NA
10596,26.3,Douglas-Fir,152,28,34,38,volunteer,NA
10597,29,Oregon Myrtle,49,34,46,8,Volunteer,NA
10598,40.3,Douglas-Fir,152,49,47,56,Staff,NA
10599,52.5,Douglas-Fir,174,71,72,55,Staff,NA
10600,40,Douglas-Fir,147,35,30,7,Staff,NA
10601,41.6,Douglas-Fir,114,42,47,18,Volunteer,NA
10602,32.5,Douglas-Fir,136,51,50,62,Volunteer,NA
10603,8.9,Austrian Black Pine,58,22,17,4,Staff,NA
10604,17.3,Douglas-Fir,115,39,38,43,volunteer,NA
10605,39.7,Incense Cedar,88,20,14,4,Volunteer,NA
10606,2.6,American Yellowwood,16,8,8,6,Volunteer,NA
10607,27.4,Incense Cedar,88,10,10,4,Volunteer,NA
